Artist	Playlist Genre	Year	Popularity
DR. KUCHO!	Edm	2005	57.0
Fort Minor	Edm	2005	51.0
The Pussycat Dolls	Edm	2005	38.0
Axwell	Edm	2005	37.5
Aston Martinez	Edm	2005	5.0
TEC	Edm	2005	1.0
Velvet	Edm	2005	0.0
Time Bandits	Edm	1990	35.0
Trick Daddy	Edm	2004	65.0
The Underdog Project	Edm	2004	52.0
David Guetta	Edm	2004	24.0
Gwen McCrae	Edm	1982	56.0
Imagination	Edm	1982	31.0
Gino Soccio	Edm	1979	50.0
Donna Summer	Edm	1979	5.0
Sylvester	Edm	1977	0.0
Luther Vandross	Edm	1981	69.0
Goody Goody	Edm	1978	41.0
Chain Reaction	Edm	1980	29.0
Aretha Franklin	Edm	1983	2.0
